num_critic_for_reviews,actor_1_fb_likes,gross,movie_title,num_voted_users,cast_total_fb_likes,num_user_for_reviews,actor_2_fb_likes,imdb_score,movie_fb_likes,director_name_factorized,actor_2_name_factorized,genres_factorized,actor_1_name_factorized
117.0,4000.0,28328132.0,after_the_sunset,38298,9814,147.0,3000.0,6.3,782,25,362,336,111
287.0,12000.0,51774002.0,ghost_rider__spirit_of_vengeance,87745,16121,331.0,1000.0,4.3,18000,396,589,99,76
96.0,23000.0,25528495.0,captain_corelli_s_mandolin,28099,23325,220.0,243.0,5.9,0,397,590,337,34
26.0,883.0,23689877.0,anger_management,26992,4115,54.0,701.0,6.7,0,113,591,127,371
125.0,14000.0,113006880.0,the_pacifier,66308,16884,225.0,799.0,5.5,0,239,183,338,127
117.0,12000.0,45860039.0,walking_tall,53118,14146,221.0,795.0,6.2,0,398,592,339,138
149.0,15000.0,329691196.0,forrest_gump,1251222,15700,1398.0,294.0,8.8,59000,43,593,200,33
131.0,1000.0,217326336.0,alvin_and_the_chipmunks,57276,2847,146.0,718.0,5.2,0,344,594,267,372
150.0,22000.0,166225040.0,meet_the_parents,260442,24286,507.0,713.0,7.0,0,190,228,125,158
92.0,23000.0,141600000.0,pocahontas,119675,26754,216.0,2000.0,6.6,0,399,595,340,34
169.0,10000.0,134218018.0,superman,126357,12940,497.0,593.0,7.3,0,105,596,341,373
57.0,851.0,128769345.0,the_nutty_professor,86556,3155,99.0,773.0,5.6,960,51,230,194,96
171.0,10000.0,177575142.0,hitch,244840,13426,372.0,975.0,6.6,0,279,331,127,14
53.0,3000.0,105263257.0,george_of_the_jungle,56168,4518,103.0,562.0,5.4,5000,400,469,342,240
153.0,3000.0,104354205.0,american_wedding,162331,5713,332.0,864.0,6.3,0,401,597,127,374
491.0,15000.0,107100855.0,captain_phillips,323353,16281,527.0,535.0,7.9,65000,116,598,283,33
247.0,15000.0,98711404.0,date_night,127571,39822,207.0,11000.0,6.3,0,80,6,313,375
26.0,795.0,100328194.0,casper,85903,2638,92.0,419.0,6.0,0,180,599,35,376
292.0,18000.0,101530738.0,the_equalizer,229574,37605,436.0,17000.0,7.2,56000,274,113,23,156
114.0,5000.0,93815117.0,maid_in_manhattan,68417,7184,242.0,827.0,5.1,0,402,600,105,212
82.0,18000.0,91400000.0,crimson_tide,81026,30132,194.0,10000.0,7.3,0,165,370,149,156
201.0,10000.0,162586036.0,the_pursuit_of_happyness,338383,11036,611.0,617.0,8.0,32000,403,601,113,14
231.0,931.0,89706988.0,flightplan,126746,2287,600.0,507.0,6.2,0,127,602,150,377
55.0,2000.0,83000000.0,disclosure,36587,3888,95.0,812.0,6.0,0,277,603,306,124
110.0,12000.0,78745923.0,city_of_angels,94407,13905,322.0,702.0,6.7,0,180,158,49,76
354.0,926.0,70098138.0,kill_bill__vol._1,735784,3983,2105.0,890.0,8.1,13000,169,174,97,378
140.0,21000.0,66365290.0,bowfinger,56874,22458,358.0,860.0,6.4,0,189,604,125,21
77.0,847.0,23689877.0,stargate_sg-1,63982,1359,181.0,440.0,8.4,0,113,605,40,379
304.0,890.0,66207920.0,kill_bill__vol._2,512749,1959,935.0,387.0,8.0,0,169,606,28,68
45.0,13000.0,63408614.0,tango___cash,75365,14432,149.0,549.0,6.3,0,214,607,26,237
49.0,13000.0,58422650.0,death_becomes_her,78974,25599,173.0,11000.0,6.4,8000,43,608,63,99
146.0,485.0,56932305.0,shanghai_noon,96690,939,293.0,110.0,6.6,0,404,609,343,380
60.0,1000.0,68750000.0,executive_decision,40858,2916,144.0,780.0,6.4,0,374,137,2,48
189.0,1000.0,68218041.0,mr._popper_s_penguins,67191,2820,108.0,549.0,6.0,14000,197,610,35,381
206.0,5000.0,25040293.0,the_forbidden_kingdom,88049,7247,279.0,962.0,6.6,0,97,611,1,54
118.0,1000.0,55747724.0,free_birds,18042,3104,73.0,591.0,5.9,0,405,612,29,52
210.0,534.0,55473600.0,alien_3,207686,1543,776.0,273.0,6.4,0,68,613,310,382
76.0,57.0,49994804.0,evita,29205,164,194.0,40.0,6.3,0,406,614,344,383
149.0,22000.0,41609593.0,ronin,145422,24270,572.0,2000.0,7.3,0,407,615,263,158
62.0,1000.0,38553833.0,the_ghost_and_the_darkness,46239,1752,155.0,416.0,6.8,0,249,616,345,384
224.0,838.0,76137505.0,paddington,49207,3697,174.0,722.0,7.2,30000,408,617,57,385
265.0,622.0,34350553.0,the_watch,104066,2488,207.0,591.0,5.7,15000,409,618,148,189
135.0,933.0,34238611.0,the_hunted,35830,2248,321.0,518.0,6.0,0,410,619,28,263
100.0,12000.0,34098563.0,instinct,27191,13406,232.0,509.0,6.5,0,71,620,306,82
123.0,13000.0,33828318.0,stuck_on_you,44453,14036,154.0,390.0,5.8,0,307,621,125,109
164.0,8000.0,33472850.0,semi-pro,67005,10026,119.0,509.0,5.8,0,411,620,300,166
238.0,4000.0,31051126.0,the_pirates__band_of_misfits,36877,6254,101.0,796.0,6.7,0,412,622,29,111
264.0,11000.0,35707327.0,changeling,199056,12840,387.0,963.0,7.8,14000,326,623,171,60
47.0,18000.0,20550712.0,chain_reaction,40346,31014,95.0,11000.0,5.6,1000,226,65,102,63
50.0,22000.0,18573791.0,the_fan,38533,24618,89.0,617.0,5.8,0,165,601,346,158
153.0,18000.0,51225796.0,the_phantom_of_the_opera,96654,20660,2047.0,893.0,7.4,0,133,458,347,69
202.0,13000.0,16264475.0,elizabeth__the_golden_age,54787,16899,216.0,2000.0,6.9,0,413,185,256,386
178.0,9000.0,25857987.0,æon_flux,110614,10185,532.0,460.0,5.5,0,414,624,46,233
84.0,789.0,12870569.0,gods_and_generals,13215,1671,497.0,640.0,6.3,953,415,625,156,387
44.0,995.0,11466088.0,turbulence,8983,3952,84.0,879.0,4.7,316,416,626,3,297
93.0,939.0,16088610.0,imagine_that,10417,3742,39.0,605.0,5.6,610,417,627,348,388
277.0,3000.0,51178893.0,muppets_most_wanted,24285,6089,110.0,2000.0,6.4,10000,73,628,349,95
76.0,956.0,6768055.0,thunderbirds,11148,2260,229.0,579.0,4.2,437,298,629,237,389
197.0,2000.0,39440655.0,burlesque,61680,4315,222.0,828.0,6.4,19000,418,630,350,321
186.0,226.0,6167817.0,a_very_long_engagement,62607,405,239.0,52.0,7.7,0,365,631,351,390
103.0,617.0,23689877.0,lolita,67822,1403,207.0,367.0,7.7,0,328,632,352,391
66.0,13000.0,79161.0,eye_see_you,19706,15803,142.0,854.0,5.3,448,419,633,353,237
224.0,12000.0,81645152.0,blade_ii,158267,15371,559.0,919.0,6.7,0,37,22,179,392
202.0,10000.0,69951824.0,seven_pounds,232710,14727,599.0,3000.0,7.7,26000,403,128,17,14
279.0,13000.0,9483821.0,bullet_to_the_head,39247,25418,131.0,11000.0,5.7,10000,382,634,3,237
110.0,14000.0,66676062.0,the_godfather__part_iii,267980,16949,545.0,1000.0,7.6,0,420,635,152,210
190.0,5000.0,26838389.0,elizabethtown,58658,12700,495.0,4000.0,6.4,0,296,489,105,180
136.0,277.0,75604320.0,you__me_and_dupree,68417,847,195.0,245.0,5.6,0,20,636,127,393
121.0,593.0,108200000.0,superman_ii,76331,2908,269.0,467.0,6.8,0,421,545,41,394
131.0,117.0,5660084.0,gigli,41620,286,418.0,62.0,2.4,2000,225,637,314,395
127.0,14000.0,7221458.0,all_the_king_s_men,20740,27614,178.0,12000.0,6.2,0,357,129,306,141
160.0,23000.0,70327868.0,shaft,58416,26527,301.0,1000.0,5.9,0,265,638,23,34
78.0,4000.0,58297830.0,anastasia,86347,6017,191.0,808.0,7.1,0,281,30,354,396
209.0,1000.0,57386369.0,moulin_rouge_,224013,2601,2319.0,691.0,7.6,10000,35,639,225,51
98.0,12000.0,45207112.0,domestic_disturbance,21283,13390,190.0,708.0,5.5,361,377,573,180,26
391.0,40000.0,62563543.0,black_mass,115216,63769,289.0,19000.0,7.0,44000,422,445,130,1
279.0,23000.0,33574332.0,flags_of_our_fathers,101221,24468,415.0,638.0,7.1,0,326,77,156,74
216.0,18000.0,73343413.0,law_abiding_citizen,217480,22517,429.0,1000.0,7.4,21000,273,356,168,69
250.0,16000.0,25031037.0,grindhouse,155496,22186,532.0,3000.0,7.6,0,423,128,355,397
78.0,852.0,22843047.0,beloved,6082,2397,207.0,637.0,5.9,853,250,640,356,150
106.0,21000.0,5755286.0,lucky_you,18310,26334,63.0,3000.0,5.9,672,424,340,357,21
194.0,29000.0,164435221.0,catch_me_if_you_can,525801,48153,667.0,15000.0,8.0,15000,38,404,130,20
558.0,1000.0,95720716.0,zero_dark_thirty,216032,2759,640.0,1000.0,7.4,39000,212,367,223,398
183.0,4000.0,118683135.0,the_break-up,102167,8315,483.0,957.0,5.8,0,118,641,105,211
238.0,14000.0,143704210.0,mamma_mia_,145974,26002,611.0,11000.0,6.3,10000,425,608,358,298
186.0,14000.0,110476776.0,valentine_s_day,95437,45696,211.0,12000.0,5.7,9000,293,642,127,71
144.0,631.0,80270227.0,the_dukes_of_hazzard,66382,2297,612.0,534.0,5.1,0,426,643,121,399
156.0,648.0,36385763.0,the_thin_red_line,138941,1937,1448.0,568.0,7.6,0,427,644,269,70
215.0,16000.0,37035845.0,the_change-up,136680,28045,149.0,10000.0,6.4,13000,428,35,219,32
140.0,134.0,34580635.0,man_on_the_moon,100743,209,549.0,27.0,7.4,0,429,645,309,400
133.0,22000.0,42438300.0,casino,333542,24183,533.0,721.0,8.2,11000,48,646,130,158
203.0,211.0,23324666.0,from_paris_with_love,97775,488,211.0,135.0,6.5,0,430,647,3,401
127.0,961.0,23020488.0,bulletproof_monk,42324,2422,180.0,691.0,5.5,846,431,300,92,402
155.0,889.0,90567722.0,me__myself___irene,185878,1711,481.0,624.0,6.5,0,307,648,125,361
98.0,677.0,72601713.0,barnyard,21396,2055,155.0,560.0,5.6,605,432,296,233,403
71.0,2000.0,35092918.0,deck_the_halls,15740,5468,110.0,1000.0,4.9,1000,433,649,238,91
299.0,21000.0,296623634.0,the_twilight_saga__new_moon,220758,64040,919.0,17000.0,4.6,13000,19,71,78,83
212.0,145.0,267652016.0,shrek,467113,275,945.0,50.0,7.9,0,13,650,21,404
413.0,13000.0,62453315.0,the_adjustment_bureau,200035,14607,407.0,963.0,7.1,36000,434,623,359,109
67.0,25000.0,165500000.0,robin_hood__prince_of_thieves,145257,38518,322.0,11000.0,6.9,0,53,65,16,9
109.0,10000.0,153620822.0,jerry_maguire,189923,12182,318.0,743.0,7.3,0,296,213,334,56
457.0,15000.0,218628680.0,ted,471644,21773,623.0,3000.0,7.0,74000,314,651,219,375
156.0,625.0,147637474.0,as_good_as_it_gets,224671,1474,470.0,440.0,7.7,11000,140,427,105,405
55.0,49000.0,135014968.0,patch_adams,80580,74382,375.0,22000.0,6.7,0,51,89,360,86
272.0,11000.0,2175312.0,anchorman_2__the_legend_continues,131227,28176,346.0,8000.0,6.3,41000,167,229,125,42
117.0,12000.0,126203320.0,mr._deeds,110432,26826,309.0,11000.0,5.8,0,254,288,127,26
539.0,1000.0,126975169.0,super_8,287822,3388,849.0,560.0,7.1,37000,34,264,361,406
169.0,8000.0,125548685.0,erin_brockovich,135246,10003,498.0,883.0,7.3,0,151,652,113,218
140.0,11000.0,105807520.0,how_to_lose_a_guy_in_10_days,156717,14087,357.0,1000.0,6.4,0,372,569,127,72
330.0,17000.0,191616238.0,22_jump_street,258186,19428,322.0,920.0,7.1,24000,201,653,132,50
120.0,11000.0,105264608.0,interview_with_the_vampire__the_vampire_chronicles,239752,25697,406.0,10000.0,7.6,11000,435,119,362,75
190.0,14000.0,97680195.0,yes_man,271691,29505,243.0,11000.0,6.8,0,118,255,127,71
177.0,12000.0,126088877.0,central_intelligence,33354,14569,110.0,919.0,6.6,10000,436,22,132,138
65.0,8000.0,91030827.0,stepmom,46482,9988,252.0,818.0,6.7,0,126,654,200,218
145.0,8000.0,150315155.0,daddy_s_home,54010,10886,130.0,2000.0,6.1,13000,395,323,238,166
321.0,40000.0,127997349.0,into_the_woods,101178,62837,779.0,11000.0,6.0,90000,14,608,363,1
230.0,18000.0,88504640.0,inside_man,273108,19148,646.0,412.0,7.6,0,437,655,171,156
143.0,1000.0,81517441.0,payback,111368,3148,394.0,495.0,7.1,0,438,656,28,407
55.0,426.0,81022333.0,congo,34471,1761,147.0,387.0,5.0,0,439,521,107,408
257.0,19000.0,75621915.0,we_bought_a_zoo,111003,36873,199.0,13000.0,7.1,22000,296,281,301,59
279.0,12000.0,79948113.0,knowing,186879,13421,791.0,748.0,6.2,0,104,657,178,76
143.0,14000.0,88658172.0,failure_to_launch,58412,37967,242.0,11000.0,5.6,2000,404,240,127,71
196.0,6000.0,75888270.0,the_ring_two,71153,10163,560.0,989.0,5.4,0,440,658,364,19
310.0,33000.0,84244877.0,crazy__stupid__love.,375456,57426,292.0,15000.0,7.4,44000,330,190,105,350
116.0,13000.0,75367693.0,garfield,58961,13430,232.0,258.0,5.0,795,441,659,57,192
105.0,2000.0,73701902.0,christmas_with_the_kranks,27548,6729,209.0,843.0,5.2,0,442,432,238,157
419.0,22000.0,75605492.0,moneyball,283563,53094,312.0,18000.0,7.6,27000,443,660,122,93
64.0,18000.0,67823573.0,outbreak,91176,30383,130.0,11000.0,6.6,0,72,65,65,11
359.0,14000.0,91439400.0,non-stop,200647,16967,384.0,664.0,7.0,24000,444,586,83,22
166.0,12000.0,67128202.0,race_to_witch_mountain,43328,14007,110.0,536.0,5.7,0,445,661,365,138
525.0,20000.0,70496802.0,v_for_vendetta,791783,22417,2042.0,979.0,8.2,48000,446,170,65,131
165.0,154.0,60470220.0,shanghai_knights,81444,428,192.0,131.0,6.2,955,428,662,121,409
2.0,416.0,23689877.0,unforgotten,1824,1816,9.0,171.0,7.9,0,113,663,152,410
87.0,8000.0,58336565.0,curious_george,12845,11124,118.0,2000.0,6.6,624,447,595,29,166
117.0,660.0,66002004.0,herbie_fully_loaded,36431,2177,168.0,651.0,4.7,1000,448,664,366,411
113.0,1000.0,54997476.0,don_t_say_a_word,40362,3341,248.0,912.0,6.3,970,449,665,171,48
349.0,10000.0,55682070.0,hansel___gretel__witch_hunters,159868,11946,304.0,520.0,6.1,45000,450,666,275,119
152.0,838.0,52752475.0,unfaithful,63067,2583,533.0,593.0,6.7,0,451,667,306,412
288.0,15000.0,55092830.0,i_am_number_four,195043,15608,329.0,348.0,6.1,27000,240,668,18,413
358.0,13000.0,50815288.0,syriana,109188,14747,625.0,903.0,7.0,0,452,669,306,109
204.0,769.0,52822418.0,13_hours,47764,3580,219.0,726.0,7.4,44000,27,670,149,97
156.0,17000.0,50150619.0,the_book_of_life,45580,19513,102.0,995.0,7.3,18000,453,671,261,50
171.0,87000.0,48745150.0,firewall,50170,101383,306.0,11000.0,5.8,773,454,672,111,55
76.0,16000.0,50007168.0,absolute_power,39529,19139,142.0,1000.0,6.7,1000,326,239,28,303
97.0,10000.0,48154732.0,g.i._jane,60326,15569,142.0,2000.0,5.8,2000,18,673,108,414
157.0,495.0,48265581.0,the_game,261069,1397,506.0,294.0,7.8,25000,68,674,150,415
267.0,992.0,46982632.0,silent_hill,172792,1933,1740.0,495.0,6.6,0,455,656,367,416
118.0,18000.0,44737059.0,the_replacements,48322,24024,261.0,4000.0,6.5,0,456,28,300,63
291.0,3000.0,56724080.0,american_reunion,172112,8398,181.0,1000.0,6.7,39000,457,675,125,374
68.0,18000.0,44484065.0,the_negotiator,107227,20152,279.0,822.0,7.3,3000,273,676,80,11
228.0,490.0,47553512.0,into_the_storm,54101,1367,210.0,298.0,5.8,15000,458,677,3,417
36.0,437.0,42610000.0,beverly_hills_cop_iii,60293,1093,114.0,289.0,5.5,669,459,678,26,418
105.0,16000.0,41482207.0,gremlins_2__the_new_batch,68428,19610,148.0,823.0,6.3,0,259,679,63,18
276.0,21000.0,47105085.0,the_judge,136973,30183,275.0,3000.0,7.4,47000,428,340,152,21
93.0,294.0,41256277.0,the_peacemaker,46451,1289,156.0,273.0,5.9,0,237,613,3,419
191.0,14000.0,50740078.0,resident_evil__apocalypse,151580,16791,672.0,919.0,6.2,0,460,22,179,174
143.0,14000.0,40203020.0,bridget_jones__the_edge_of_reason,74315,15634,259.0,1000.0,5.9,0,461,680,105,298
124.0,18000.0,40905277.0,out_of_time,45895,19739,157.0,886.0,6.5,1000,462,681,368,156
47.0,854.0,38590500.0,on_deadly_ground,17997,1860,140.0,643.0,4.4,812,463,682,2,420
66.0,12000.0,39177541.0,the_adventures_of_sharkboy_and_lavagirl_3-d,20310,14899,177.0,722.0,3.5,0,423,528,11,330
118.0,29000.0,39778599.0,the_beach,176169,29461,548.0,414.0,6.6,0,464,683,139,20
93.0,627.0,37486138.0,raising_helen,30890,2052,106.0,508.0,6.0,718,293,253,105,421
235.0,330.0,38105077.0,ninja_assassin,58349,701,194.0,119.0,6.4,0,446,684,23,422
113.0,24000.0,35168395.0,for_love_of_the_game,26034,25469,226.0,743.0,6.5,0,6,213,357,6
14.0,325.0,23689877.0,a_touch_of_frost,4438,344,33.0,7.0,7.8,361,113,685,241,423
51.0,2000.0,32800000.0,striptease,34896,3016,118.0,472.0,4.3,877,465,686,369,124
98.0,15000.0,33643461.0,marmaduke,11257,20061,65.0,2000.0,4.2,0,404,26,238,16
315.0,13000.0,32741596.0,hereafter,80140,14344,323.0,563.0,6.5,16000,326,687,370,109
136.0,33000.0,31874869.0,murder_by_numbers,43574,34606,302.0,455.0,6.1,0,466,688,180,350
61.0,45000.0,30306268.0,assassins,62981,58528,84.0,13000.0,6.3,0,105,234,23,424
209.0,879.0,27667947.0,hannibal_rising,86374,1344,392.0,184.0,6.2,3000,467,689,168,214
99.0,13000.0,27067160.0,the_story_of_us,18404,14706,150.0,559.0,5.9,0,340,690,105,99
298.0,430.0,26616999.0,the_host,92461,1300,347.0,329.0,5.9,43000,468,691,126,425
131.0,933.0,26536120.0,basic,49926,3357,286.0,631.0,6.5,0,131,692,80,263
146.0,16000.0,26199517.0,blood_work,34356,18635,260.0,1000.0,6.4,705,326,693,80,303
245.0,6000.0,25450527.0,the_international,80196,7654,190.0,450.0,6.5,0,178,412,80,19
104.0,12000.0,25407250.0,escape_from_l.a.,54021,15935,227.0,898.0,5.7,0,469,694,18,26
4.0,629.0,23689877.0,twisted,7945,2758,22.0,512.0,7.5,915,113,695,150,426
162.0,14000.0,23159305.0,the_iron_giant,128455,16358,514.0,631.0,8.0,0,61,692,43,127
259.0,13000.0,24006726.0,the_life_aquatic_with_steve_zissou,139535,15757,632.0,1000.0,7.3,0,470,693,371,192
79.0,11000.0,20389967.0,free_state_of_jones,3077,12786,47.0,552.0,6.7,10000,215,696,372,72
141.0,18000.0,19593740.0,the_life_of_david_gale,88270,32637,420.0,14000.0,7.5,0,406,23,168,11
59.0,1000.0,19118247.0,man_of_the_house,19829,6171,94.0,923.0,5.4,779,392,697,170,427
236.0,14000.0,26442251.0,run_all_night,76010,16992,205.0,988.0,6.6,15000,444,400,28,22
356.0,10000.0,17114882.0,eastern_promises,189249,17211,398.0,6000.0,7.7,0,471,698,180,414
120.0,23000.0,18472363.0,into_the_blue,63599,25049,208.0,1000.0,5.8,0,472,699,263,74
111.0,51.0,14131298.0,the_messenger__the_story_of_joan_of_arc,55889,144,390.0,40.0,6.4,0,191,700,273,428
208.0,20000.0,21557240.0,your_highness,85237,45202,274.0,11000.0,5.6,18000,473,255,373,131
174.0,6000.0,21283440.0,dream_house,46239,8018,137.0,694.0,6.0,0,474,701,150,19
59.0,972.0,10556196.0,mad_city,16562,2606,73.0,713.0,6.2,697,475,228,168,429
22.0,1000.0,16671505.0,baby_s_day_out,33186,2949,78.0,619.0,5.9,0,476,702,374,31
34.0,10000.0,10400000.0,the_scarlet_letter,12037,15820,90.0,3000.0,5.1,943,58,340,17,61
214.0,6000.0,9528092.0,fair_game,38513,10191,127.0,3000.0,6.8,9000,52,703,283,19
28.0,3000.0,23689877.0,defiance,33535,5381,149.0,845.0,7.0,0,113,419,250,430
186.0,984.0,10137232.0,domino,58015,5702,374.0,940.0,6.0,0,165,704,375,431
50.0,2000.0,9795017.0,jade,9227,5461,70.0,979.0,5.1,422,410,705,168,280
180.0,18000.0,20488579.0,gamer,113483,29926,245.0,8000.0,5.8,0,396,307,222,69
231.0,1000.0,19445217.0,beautiful_creatures,67796,3580,258.0,852.0,6.2,14000,477,706,49,432
105.0,49000.0,8355815.0,death_to_smoochy,34730,52885,341.0,811.0,6.4,0,478,335,369,86
226.0,14000.0,28837115.0,zoolander_2,34964,24107,150.0,8000.0,4.8,28000,202,229,125,174
75.0,11000.0,6471394.0,the_big_bounce,15880,11972,93.0,387.0,4.9,288,479,707,70,130
82.0,2000.0,6291602.0,what_planet_are_you_from_,8070,3954,91.0,602.0,5.6,255,272,708,376,65
296.0,12000.0,10706786.0,drive_angry,81800,16481,211.0,2000.0,5.5,15000,480,709,99,76
103.0,841.0,8742261.0,street_fighter__the_legend_of_chun-li,19824,1385,179.0,342.0,3.7,0,301,710,80,433
98.0,26000.0,43905746.0,the_one,77684,32831,294.0,5000.0,5.9,0,481,711,222,35
30.0,1000.0,23689877.0,outlander,50391,1863,148.0,531.0,8.5,31000,113,712,377,434
48.0,879.0,21413502.0,the_adventures_of_ford_fairlane,14429,2795,113.0,560.0,6.3,2000,200,713,378,435
195.0,22000.0,7994115.0,pirate_radio,90932,24316,209.0,882.0,7.4,21000,482,714,379,93
223.0,599.0,124107476.0,traffic,170684,1418,867.0,399.0,7.6,0,151,715,168,436
149.0,11000.0,197171806.0,indiana_jones_and_the_last_crusade,515306,12884,477.0,844.0,8.3,0,38,716,1,42
324.0,2000.0,12802907.0,anna_karenina,70886,2035,226.0,35.0,6.6,36000,96,717,17,44
371.0,20000.0,31569268.0,chappie,172965,23051,627.0,2000.0,6.9,67000,137,72,380,25
75.0,18000.0,66488090.0,the_bone_collector,120202,29748,397.0,11000.0,6.7,0,120,98,171,156
233.0,17000.0,95308367.0,panic_room,206104,18141,850.0,324.0,6.8,0,68,718,168,224
32.0,598.0,23689877.0,the_tooth_fairy,1263,2353,32.0,555.0,4.6,352,483,719,381,437
150.0,2000.0,60652036.0,three_kings,137854,3743,560.0,490.0,7.1,3000,363,720,382,65
172.0,27000.0,1206135.0,child_44,40568,27666,185.0,254.0,6.4,18000,219,721,168,3
103.0,779.0,56607223.0,rat_race,93367,1823,497.0,629.0,6.4,0,278,722,311,438
140.0,18000.0,50173190.0,k-pax,148490,33615,537.0,12000.0,7.4,0,386,60,383,11
125.0,20000.0,47095453.0,kate___leopold,64595,22209,316.0,1000.0,6.4,0,141,493,286,25
125.0,3000.0,37879996.0,bedazzled,81888,5390,254.0,575.0,6.0,0,370,723,286,240
36.0,12000.0,25900000.0,the_cotton_club,12771,18793,84.0,5000.0,6.5,828,420,724,384,76
295.0,23000.0,53574088.0,3_10_to_yuma,237872,33548,560.0,8000.0,7.8,0,141,307,385,34
222.0,14000.0,89253340.0,taken_3,133436,16967,323.0,794.0,6.0,38000,484,176,3,22
158.0,3000.0,37339525.0,out_of_sight,71708,3768,307.0,745.0,7.0,0,151,725,368,202
72.0,2000.0,60154431.0,the_cable_guy,122347,3718,345.0,1000.0,6.0,0,202,387,386,91
34.0,113.0,528972.0,earth,5639,371,55.0,102.0,7.8,522,485,726,387,439
72.0,678.0,103738726.0,dick_tracy,47819,2096,164.0,631.0,6.1,2000,486,218,388,440
152.0,1000.0,69304264.0,the_thomas_crown_affair,73068,4660,419.0,977.0,6.8,0,131,727,389,441
89.0,919.0,29781453.0,riding_in_cars_with_boys,22447,4796,210.0,811.0,6.4,0,487,728,309,442
145.0,13000.0,47212904.0,first_blood,172489,15192,376.0,954.0,7.7,0,488,729,72,237
144.0,29.0,22168.0,solaris,54057,95,236.0,29.0,8.1,0,489,730,383,443
93.0,4000.0,15519841.0,happily_n_ever_after,8693,6863,71.0,769.0,4.5,261,490,731,21,221
46.0,8000.0,5600000.0,mary_reilly,11913,8349,97.0,115.0,5.8,616,491,732,268,218
84.0,8000.0,126805112.0,my_best_friend_s_wedding,98199,12344,169.0,1000.0,6.3,0,492,733,127,218
142.0,8000.0,93607673.0,america_s_sweethearts,47573,9176,343.0,973.0,5.7,881,442,59,127,218
185.0,14000.0,67263182.0,insomnia,218771,15658,651.0,509.0,7.2,0,3,620,150,210
143.0,1000.0,92001027.0,star_trek__first_contact,97838,6315,286.0,1000.0,7.6,3000,298,734,390,277
178.0,13000.0,10539414.0,jonah_hex,45729,14619,176.0,541.0,4.7,0,405,735,391,125
65.0,18000.0,58918501.0,courage_under_fire,40126,33233,107.0,13000.0,6.6,975,103,281,392,156
73.0,509.0,181395380.0,liar_liar,220392,2070,243.0,418.0,6.8,0,51,736,286,308
72.0,788.0,14946229.0,the_infiltrator,2581,2104,29.0,423.0,7.3,0,493,737,393,444
10.0,1000.0,5200986.0,inchon,491,2704,16.0,623.0,2.7,115,494,738,156,445
35.0,924.0,130512915.0,the_flintstones,60884,3244,85.0,664.0,4.8,0,356,516,35,446
358.0,14000.0,139852971.0,taken_2,238671,16410,461.0,935.0,6.3,63000,484,739,23,22
151.0,807.0,110000082.0,scary_movie_3,111526,3629,347.0,780.0,5.5,0,495,740,125,447
140.0,545.0,106807667.0,miss_congeniality,137377,1574,370.0,337.0,6.2,0,372,741,394,448
201.0,14000.0,101702060.0,journey_to_the_center_of_the_earth,85323,17925,212.0,3000.0,5.8,0,247,63,395,162
77.0,11000.0,95149435.0,the_princess_diaries_2__royal_engagement,53687,15362,152.0,1000.0,5.7,1000,293,429,215,203
43.0,18000.0,100768056.0,the_pelican_brief,59569,30063,89.0,8000.0,6.5,0,211,199,171,156
39.0,821.0,92115211.0,the_client,45798,4043,94.0,577.0,6.7,1000,133,742,171,449
207.0,11000.0,93452056.0,the_bucket_list,184795,14868,310.0,2000.0,7.4,22000,340,743,371,130
47.0,11000.0,83287363.0,patriot_games,81442,12757,137.0,530.0,6.9,0,120,744,3,42
132.0,3000.0,82931301.0,monster-in-law,43358,6292,228.0,949.0,5.5,0,275,745,127,191
454.0,20000.0,60962878.0,prisoners,383591,37321,620.0,15000.0,8.1,86000,496,330,171,25
109.0,18000.0,76261036.0,training_day,305929,22370,633.0,881.0,7.7,0,274,149,168,156
213.0,25000.0,71423726.0,galaxy_quest,123558,26998,609.0,724.0,7.3,19000,102,746,145,9
127.0,1000.0,71277420.0,scary_movie_2,119590,1645,548.0,422.0,5.2,0,339,386,125,450
398.0,970.0,88625922.0,the_muppets,75176,1336,252.0,91.0,7.1,26000,73,747,396,451
184.0,886.0,70001065.0,blade,191437,3174,582.0,650.0,7.1,0,269,748,397,276
127.0,17000.0,67253092.0,coach_carter,92702,20299,209.0,807.0,7.2,0,497,749,291,50
167.0,521.0,66790248.0,changing_lanes,57281,758,350.0,108.0,6.5,0,498,750,306,452
119.0,2000.0,65557989.0,anaconda,73539,3717,271.0,902.0,4.6,0,499,751,398,176
155.0,811.0,60786269.0,coyote_ugly,90539,3106,379.0,625.0,5.6,0,354,752,399,453
218.0,14000.0,59365105.0,love_actually,318634,28886,1004.0,14000.0,7.7,52000,482,101,105,298
117.0,18000.0,162792677.0,a_bug_s_life,211226,24205,317.0,1000.0,7.2,0,29,753,21,11
208.0,40000.0,31598308.0,from_hell,124765,41636,541.0,1000.0,6.8,0,242,88,236,1
38.0,13000.0,57362581.0,the_specialist,50148,13331,116.0,279.0,5.4,0,499,754,400,237
48.0,982.0,53854588.0,tin_cup,37911,3648,73.0,843.0,6.3,1000,282,432,334,107
8.0,6000.0,23689877.0,yours__mine_and_ours,5888,7493,61.0,584.0,7.2,0,500,755,238,454
94.0,14000.0,52580895.0,kicking___screaming,30255,27351,118.0,8000.0,5.6,743,401,229,401,162
